App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Primary Genre,Sub Genre
Ghost Detector,FAMILY,3.5,35337,7.4,5000000,Free,0,Teen,05/25/2018,1.7.28,4,Entertainment,
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22,10000000,Free,0,Everyone,07/06/2018,1.5.1,4.4,Photography,
Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26,50000000,Free,0,Everyone,08/06/2018,2.1.69,4.0.3,Tools,
King of Math,FAMILY,4.4,766,14,10000,Paid,2.99,Everyone,05/22/2018,1.0.11,2.2,Education,Education
Translate: text & voice translator,TOOLS,4.3,122010,7.3,5000000,Free,0,Everyone,07/14/2018,Translator 10.9.2,4.0.3,Tools,
The Zueira's Voice,TOOLS,4.7,136540,3.1,1000000,Free,0,Everyone,07/10/2018,4.75,4.0.3,Tools,
Battery Calibration,TOOLS,4.4,134412,11,5000000,Free,0,Everyone,07/27/2018,3.0.5,4.4,Tools,
Thuglife Video Maker,FAMILY,3.5,38824,12,1000000,Free,0,Mature 17+,01/21/2018,2.4.1,5,Entertainment,
MadLipz,FAMILY,4.6,171017,13,10000000,Free,0,Teen,07/22/2018,2.2.2,4.4,Entertainment,
Soccer FC,SPORTS,3.9,6289,33,1000000,Free,0,Everyone,07/21/2016,1.2,2.3,Sports,
Geometry Dash SubZero,GAME,4.6,260527,49,10000000,Free,0,Everyone,12/21/2017,1,4,Arcade,
Escaping the Prison,FAMILY,4.2,419375,31,10000000,Free,0,Everyone 10+,06/21/2016,1.2.2,2.3,Casual,
Quiz TRUE or FALSE,GAME,4.6,2464,34,50000,Free,0,Everyone,02/13/2018,1.1,4.1,Trivia,
Glam Doll Salon - Chic Fashion,FAMILY,4,93898,44,10000000,Free,0,Everyone,05/26/2017,1.1,4.1,Casual,
Siren Ringtones,PERSONALIZATION,4.2,42190,11,5000000,Free,0,Teen,07/08/2018,Varies with device,Varies with device,Personalization,
Peppa Pig: Party Time,FAMILY,3.8,52,55,10000,Paid,2.99,Everyone,08/08/2017,1.2.1,2.3,Educational,Pretend Play
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59,10000000,Free,0,Everyone,07/26/2018,1.38.0,4.1,Educational,Pretend Play
Knife Hit,GAME,4.5,462614,60,10000000,Free,0,Everyone,05/22/2018,1.7.2,4.0.3,Arcade,
The Visitor,GAME,4.1,39895,25,5000000,Free,0,Mature 17+,01/02/2018,1.2.3,4.1,Adventure,
Just Dance Now,GAME,4.2,794058,56,10000000,Free,0,Everyone,06/12/2018,2.3.0,4.4,Music,
DB Navigator,MAPS AND NAVIGATION,4,119685,20,10000000,Free,0,Everyone,07/02/2018,18.06.p03.02,4.0.3,Maps & Navigation,
SQLite DB Reader,TOOLS,3.6,301,2.3,50000,Free,0,Everyone,11/28/2017,1.2.9,4,Tools,
DB Browser,TOOLS,3.3,236,0.215820313,50000,Free,0,Everyone,09/20/2011,1.6,2.1,Tools,
Sound Meter,TOOLS,4.7,88993,1.5,10000000,Free,0,Everyone,06/10/2018,3.2.6,2.3,Tools,
DRAGON BALL LEGENDS,GAME,4.6,338742,48,5000000,Free,0,Teen,08/03/2018,1.11.0,6,Action,
db.Mobil App,LIBRARIES AND DEMO,4.5,23,31,5000,Free,0,Everyone,07/11/2018,3.4.5,3,Libraries & Demo,
DB Streckenagent,MAPS AND NAVIGATION,3.9,4569,7.5,500000,Free,0,Everyone,12/22/2017,2.1.10 (49),4,Maps & Navigation,
dB: Sound Meter Pro,TOOLS,4.3,31,0.22265625,5000,Free,0,Everyone,12/12/2016,1,4.0.3,Tools,
Movie DB,FAMILY,4.3,10,2.6,1000,Free,0,Teen,12/10/2016,1.0.1,4.2,Entertainment,
dB Sound Level Meter,TOOLS,3.9,203,2.3,10000,Free,0,Everyone,03/03/2017,1.08,3,Tools,
DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,2.8,10000,Free,0,Everyone,12/13/2017,1.0.1,4.1,Tools,
DB Welt - Die Zeitung der DB,NEWS AND MAGAZINES,4.3,145,16,10000,Free,0,Everyone,02/26/2016,3.1.3,4,News & Magazines,
Check DB Benchmark,TOOLS,4.3,0,2.2,100,Free,0,Everyone,03/11/2017,0.9.2,4.0.3,Tools,
ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5,500,Paid,8.99,Everyone,11/03/2016,1.0.8,4,Productivity,
Scale Models DB,TOOLS,4.4,9,33,50,Paid,2.99,Everyone,05/03/2018,0.6.2,4.3,Tools,
DB Train Simulator,FAMILY,3.7,6514,72,500000,Free,0,Everyone,05/23/2018,1.6.2,3,Simulation,
DB Tools,FAMILY,4.6,37,3.3,1000,Free,0,Everyone,06/17/2014,1.9,2.2,Education,
dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,6.6,10000,Free,0,Everyone,07/26/2018,1.1,4.4,Tools,
DB LINK RGB,TOOLS,2.7,7,5.2,500,Free,0,Everyone,06/19/2017,1.0.2,4.4,Tools,
DB BAHN,TRAVEL AND LOCAL,4.3,4,8,500,Free,0,Everyone,12/19/2017,1,4,Travel & Local,
DB Manager,PRODUCTIVITY,4.3,3,0.10546875,1000,Free,0,Everyone,01/21/2014,2.0.0,3.1,Productivity,
"10,000 Quotes DB (Premium)",BOOKS AND REFERENCE,4.1,70,3.5,500,Paid,0.99,Everyone,08/30/2013,1.3,2.1,Books & Reference,
Guide for DB Xenoverse,BOOKS AND REFERENCE,4.2,459,11,10000,Free,0,Everyone,10/01/2016,1.2,4,Books & Reference,
DB Transport,MAPS AND NAVIGATION,1.9,179,10,10000,Free,0,Everyone,03/13/2018,3.05,4.1,Maps & Navigation,
DB Stay Connected,BUSINESS,4.6,17,9.4,1000,Free,0,Everyone,12/08/2017,1.4,4,Business,
DB FahrtProfi,TRAVEL AND LOCAL,4.3,1,10,1000,Free,0,Everyone,05/04/2017,1.0.2,4.2,Travel & Local,
ReDNAKET DB Normalization Tool,TOOLS,4.3,0,0.91796875,10,Paid,0.99,Everyone,02/03/2016,1.0.2,5,Tools,
Guide for DB Xenoverse 2,BOOKS AND REFERENCE,4.4,121,8.7,10000,Free,0,Everyone,12/23/2016,1.1.2,4.1,Books & Reference,
DB Customer Connect,BUSINESS,4.2,100,6.3,10000,Free,0,Everyone,07/21/2018,2.0.0,4.1,Business,
Patron DB,TOOLS,3.9,64,4.1,5000,Free,0,Everyone,06/01/2017,1.24,4.4,Tools,
DB Event App,SOCIAL,2.4,37,37,5000,Free,0,Teen,06/25/2017,1,4.1,Social,
DB HOME,LIFESTYLE,5,5,3.2,100,Free,0,Everyone,08/31/2017,1.0.1,4,Lifestyle,
Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11,10000,Free,0,Everyone,01/19/2018,1.2.0.27,5,Tools,
Guide for IMS DB,BOOKS AND REFERENCE,4.3,0,2.6,10,Free,0,Everyone,06/11/2018,1.0.0,4.1,Books & Reference,
DB Busradar NRW,MAPS AND NAVIGATION,3.7,78,3,10000,Free,0,Everyone,04/12/2017,1.0.2,2.2,Maps & Navigation,
DB Pickles,BUSINESS,5,5,14,100,Free,0,Everyone,03/20/2018,2.0.2,4.1,Business,
DB for Fallout Shelter,FAMILY,4,3323,47,100000,Free,0,Everyone,03/29/2018,1.9,4,Simulation,
LC-DB,PHOTOGRAPHY,3,1,2.5,10,Paid,3.49,Everyone,10/20/2017,1,4.2,Photography,
dB Sound Meter,TOOLS,4.1,29,2.3,5000,Free,0,Everyone,04/25/2016,1.2,4.0.3,Tools,
DB for Hustle Castle,FAMILY,4.8,21,49,1000,Free,0,Everyone,07/04/2018,1.1,4.1,Role Playing,
DB Ultra Saiyan Battle,GAME,4.5,33,44,1000,Free,0,Everyone 10+,07/25/2018,1.3.7,2.3,Action,
Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3,1000,Free,0,Everyone,07/18/2017,1.01,4,Tools,
LC-DB-LITE,PHOTOGRAPHY,4.3,0,2.3,100,Free,0,Everyone,10/20/2017,1,4.2,Photography,
db Meter - sound level meter with data logging,TOOLS,4.3,0,15,1,Paid,1.49,Everyone,03/15/2018,1.0.1,4.1,Tools,
Hamburg Transit - Offline HVV DB times and plans,MAPS AND NAVIGATION,4.3,9,10,1000,Free,0,Everyone,05/21/2018,2.3,4.1,Maps & Navigation,
SW-DB,TOOLS,4.5,954,7.6,10000,Free,0,Teen,07/11/2016,0.4.1,4.1,Tools,
DC Legends: Battle for Justice,FAMILY,4.5,355613,59,10000000,Free,0,Teen,08/02/2018,1.21.2,4.4,Role Playing,
Injustice 2,GAME,4.3,504765,36,5000000,Free,0,Teen,07/30/2018,2.4.1,4.4,Action,
Injustice: Gods Among Us,GAME,4.4,2440877,32,10000000,Free,0,Teen,06/14/2018,2.21,4,Action,
FANDOM for: DC,FAMILY,4.4,6715,9.5,500000,Free,0,Mature 17+,07/20/2018,2.9.8.1,4.4,Entertainment,
DC Super Hero Girls™,FAMILY,4.3,43090,95,5000000,Free,0,Everyone,06/29/2018,2.8.0,4,Action,Action & Adventure
LEGO Batman: DC Super Heroes,FAMILY,4.2,2557,5.8,50000,Paid,4.99,Everyone 10+,05/09/2016,Varies with device,4.0.3,Adventure,Action & Adventure
Ultimate DC Challenge,GAME,4.5,937,35,10000,Free,0,Everyone,10/19/2017,2.14.5e,4.0.3,Trivia,
LEGO® DC Mighty Micros,FAMILY,4.3,139545,63,10000000,Free,0,Everyone,01/30/2018,1.6.1326,4.1,Racing,Action & Adventure
Justice League Action Run,GAME,4.3,22333,9.7,1000000,Free,0,Everyone 10+,08/07/2018,2.01,4.3,Action,
Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,91,10000,Free,0,Everyone,07/07/2018,4,4.1,Personalization,
DC Comics Amino,SOCIAL,4.9,117,63,1000,Free,0,Teen,07/13/2018,1.8.19106,4.0.3,Social,
Quiz DC,GAME,1.4,33,3.1,1000,Free,0,Everyone,12/25/2017,1.1,4.1,Trivia,
Batman: Gotham’s Most Wanted!,FAMILY,4,16190,88,1000000,Free,0,Everyone,04/24/2018,2.1.1,4,Action,Action & Adventure
"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5,34,12,5000,Free,0,Everyone,07/31/2018,1.0.5,5,Comics,
MARVEL Contest of Champions,GAME,4.3,2468915,92,50000000,Free,0,Teen,07/30/2018,19.1.0,4.0.3,Action,
Choose SuperHero Quize Marvel | DC,FAMILY,4.3,3,4.1,100,Free,0,Everyone,07/29/2018,2,5,Entertainment,
DC Universe Quiz,GAME,4.3,11,23,500,Free,0,Everyone,05/22/2018,3.2.7z,4.0.3,Trivia,
DC HSEMA,BOOKS AND REFERENCE,3.8,38,7.2,5000,Free,0,Everyone,06/18/2018,4,4.4,Books & Reference,
DC Universe Online Map,TOOLS,4.1,1186,6.4,50000,Free,0,Unrated,02/27/2012,1.3,2.3.3,Tools,
DC Public Library,BOOKS AND REFERENCE,4.2,20,3.4,1000,Free,0,Everyone,06/08/2015,4.6.1,1.6,Books & Reference,
MARVEL Strike Force,FAMILY,4.3,166312,91,5000000,Free,0,Teen,07/31/2018,1.4.0,4.4,Role Playing,
Vote 4 DC,TOOLS,4.1,46,6.1,1000,Free,0,Everyone,09/21/2016,4.0.6,4.0.3,Tools,
Villains vs Superheroes,FAMILY,4.3,128,22,10000,Free,0,Everyone,09/12/2017,3.3.3z,4.0.3,Puzzle,
DC Rider,MAPS AND NAVIGATION,3.6,258,6.9,50000,Free,0,Everyone,12/24/2017,2.1,4,Maps & Navigation,
Power Rangers: Legacy Wars,GAME,4.3,264755,91,10000000,Free,0,Teen,07/17/2018,2.2.1,4,Action,
MARVEL Future Fight,FAMILY,4.6,2354042,72,50000000,Free,0,Everyone 10+,07/03/2018,4.2.0,4.0.3,Role Playing,
DC Metro Transit - Free,TRAVEL AND LOCAL,4.4,6895,10,500000,Free,0,Everyone,05/15/2018,5.11.3.1,4.1,Travel & Local,
DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5,22,2.2,100,Free,0,Mature 17+,11/02/2017,1.4,4.4,Entertainment,
Results for DC Lottery,FAMILY,4.4,160,8.5,5000,Free,0,Everyone,03/11/2017,5.1,4.1,Entertainment,
FOX 5 DC,NEWS AND MAGAZINES,4.5,1440,12,100000,Free,0,Everyone,03/29/2018,1.3.35.0,4,News & Magazines,
Pepsi Cards DC,COMICS,4.3,1,21,50,Free,0,Everyone 10+,06/26/2018,0.0.4,4.4,Comics,
Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11,5000,Free,0,Everyone,10/12/2017,2.9.0,4.1,Education,
Robin - DC Movie Collection,FAMILY,4.3,1,2.3,500,Free,0,Everyone,11/19/2017,1.0.1,4,Entertainment,
DC-014,PHOTOGRAPHY,5,3,16,500,Free,0,Everyone,06/14/2018,1.0.3,4.1,Photography,
D.C. Driving/Walking Tours,TRAVEL AND LOCAL,4.3,0,32,50,Paid,4.99,Everyone,07/27/2018,3.8.0,4.4,Travel & Local,
Painting Lulu DC Super Friends,BOOKS AND REFERENCE,4.3,7,17,1000,Free,0,Everyone,02/09/2017,1.2,4.0.3,Books & Reference,
DC Metro,MAPS AND NAVIGATION,3.4,59,1.3,10000,Free,0,Everyone,01/26/2015,1,1.5,Maps & Navigation,
DC Trails-Hop On Hop Off Tours,TRAVEL AND LOCAL,3.1,16,18,5000,Free,0,Everyone,08/01/2018,1.4.9,4.0.3,Travel & Local,
DC Metro Transit,TRAVEL AND LOCAL,4.5,339,10,5000,Paid,2.99,Everyone,05/13/2018,5.11.3,4.1,Travel & Local,
AC DC Power Monitor,LIFESTYLE,5,1,1.2,10,Paid,3.04,Everyone,05/29/2016,1.2,2.3,Lifestyle,
McClatchy DC Bureau,NEWS AND MAGAZINES,4.3,80,8.7,5000,Free,0,Everyone 10+,06/18/2018,6.0.1,4.4W,News & Magazines,
AutoScout24 - used car finder,AUTO AND VEHICLES,4.4,186648,42,10000000,Free,0,Everyone,08/02/2018,9.3.52,4.2,Auto & Vehicles,
wetter.com - Weather and Radar,WEATHER,4.2,189310,38,10000000,Free,0,Everyone,08/06/2018,Varies with device,Varies with device,Weather,
Your Freedom VPN Client,COMMUNICATION,4,74497,5.3,5000000,Free,0,Everyone,05/19/2018,20180518-01,4,Communication,
Speed Camera Radar,MAPS AND NAVIGATION,4.1,54034,5.8,5000000,Free,0,Teen,05/30/2018,2.1.15,4,Maps & Navigation,
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96,1000000,Free,0,Everyone,06/06/2018,31,4.2,Racing,
Babbel – Learn Languages,FAMILY,4.3,267787,21,10000000,Free,0,Everyone,07/30/2018,20.7.2,4.4,Education,
APUS File Manager (Explorer),TOOLS,4.1,498894,10,50000000,Free,0,Everyone,08/02/2018,2.8.9.1004,4.0.3,Tools,
Offroad Police Car DE,FAMILY,4.3,9149,80,1000000,Free,0,Everyone,03/15/2017,1.3,2.3.3,Simulation,
Easy Language Translator,TOOLS,4.3,191621,6.1,10000000,Free,0,Everyone,05/29/2018,1.43,4,Tools,
Word Search multilingual,GAME,4.2,32849,1.5,1000000,Free,0,Everyone,09/30/2015,2.2.13,2.3,Word,
Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,31,10000000,Free,0,Everyone,07/28/2017,2.3.8.6,4.1,Photography,
Heavy Bus Simulator,FAMILY,4.4,252006,26,5000000,Free,0,Everyone,03/15/2018,1.084,2.3,Simulation,
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20,10000000,Free,0,Everyone,07/29/2018,1.286,4.1,Communication,
Love Fonts for FlipFont,PERSONALIZATION,3.9,28694,2.9,1000000,Free,0,Everyone,01/14/2018,1.4.6,4.0.3,Personalization,
Racing in Car 2,GAME,4.3,234589,38,50000000,Free,0,Everyone,11/22/2016,1,2.3.3,Racing,
Escape the Prison Room,FAMILY,3.5,113183,36,5000000,Free,0,Everyone,12/15/2017,10.6,4.1,Puzzle,
Bike Racing 3D,GAME,4.2,951435,14,50000000,Free,0,Everyone,01/17/2018,2.2,2.1,Racing,
Satellite Director,TOOLS,4.1,45610,0.171875,10000000,Free,0,Everyone,01/02/2018,1.56,1.6,Tools,
Truck Driver Cargo,GAME,4.1,257531,44,10000000,Free,0,Everyone 10+,01/18/2018,7,4.1,Racing,
Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,82,5000000,Free,0,Everyone,08/03/2018,20,4.1,Simulation,
Checkers,GAME,4.5,375996,3.3,10000000,Free,0,Everyone,08/06/2018,1.48.0,4.1,Board,
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18,10000000,Free,0,Teen,06/30/2018,4.16,4.1,Trivia,
Myth Defense 2: DF,FAMILY,4.2,17108,8.3,100000,Free,0,Everyone,06/23/2016,1.3.9,2.3.3,Strategy,
df,TOOLS,4.3,4,0.032226563,1000,Free,0,Everyone,08/12/2016,1,1.5,Tools,
DF Squid,GAME,4.3,1,14,100,Free,0,Everyone,12/12/2013,1,2.3,Board,
Myth Defense 2: DF Platinum,FAMILY,4.6,1764,8.3,10000,Paid,3.99,Everyone 10+,06/22/2016,1.3.8,2.3.3,Strategy,
DF 司機,MAPS AND NAVIGATION,4.3,9,9.9,500,Free,0,Everyone,08/06/2018,13.0.0,5,Maps & Navigation,
DF@realtime,BUSINESS,4.3,24,8,1000,Free,0,Everyone,10/26/2017,6.0.8.2.GM,3.2,Business,
DF Night Selfies,PHOTOGRAPHY,4.3,194,1.5,10000,Free,0,Everyone,02/15/2018,1.6.0,4,Photography,
DF Coaching,SPORTS,4,1,3.6,100,Free,0,Everyone,05/24/2018,1.0.1,4.1,Sports,
Digital Falak,TOOLS,4.7,3408,15,50000,Free,0,Everyone,05/30/2018,2.1.1,4.1,Tools,
The Divine Feminine App: the DF App,LIFESTYLE,5,8,6.7,1000,Free,0,Everyone,05/16/2016,0.0.4,4.1,Lifestyle,
Guide to Nikon Df,PHOTOGRAPHY,4.3,1,0.647460938,10,Paid,29.99,Everyone,02/18/2014,2.0.0,4.0.3,Photography,
DF BugMeNot,SOCIAL,4.3,7,1.4,500,Free,0,Teen,10/29/2015,1,5,Social,
DF-CAM,TOOLS,4.3,2,20,100,Free,0,Everyone,05/16/2018,2.0.1,4.3,Tools,
DF Tracker,BUSINESS,4.3,2,6,100,Free,0,Everyone,09/27/2017,1,4.0.3,Business,
Guia Bike DF,SPORTS,4.3,29,14,100,Free,0,Everyone,02/18/2018,22,5,Sports,
Rádio DF FM,FAMILY,4.3,24,1.5,1000,Free,0,Everyone,08/03/2017,3,2.3,Entertainment,
Noticias DF,SOCIAL,4.3,2,2.3,1000,Free,0,Everyone,05/25/2015,1,2.3,Social,
DF Glue Board,PARENTING,5,1,27,10,Free,0,Everyone,01/19/2018,Glueboardv.6,4.2,Parenting,
DF-Server Mobile,PRODUCTIVITY,4.9,17,76,100,Free,0,Everyone,06/07/2016,1.0.0,4.4,Productivity,
DF-View,BUSINESS,4.3,0,15,100,Free,0,Everyone,01/04/2016,1.0.9,4,Business,
"MexiRoomies - roomies, mexico, df, apt, house room",LIFESTYLE,4.3,2,32,500,Free,0,Everyone,07/04/2018,1.9,4.0.3,Lifestyle,
DF Wall Plus – Droid Firewall,TOOLS,4.3,9,6.3,500,Free,0,Everyone,08/20/2017,1,4.0.3,Tools,
Diario Financiero,FINANCE,4.3,30,24,10000,Free,0,Everyone,06/18/2018,v1.1.6(201806181),4.1,Finance,
Digital FM Brasília DF,FAMILY,4.3,5,1.4,100,Free,0,Everyone,09/22/2017,1,2.3,Entertainment,
DF SmartPlus,TOOLS,4.3,0,36,10,Free,0,Everyone,02/23/2018,1.0.1,4.1,Tools,
Red Transporte DF,MAPS AND NAVIGATION,4.3,11100,15,500000,Free,0,Everyone,04/28/2018,2.10.0 Summer,4.0.3,Maps & Navigation,
ElejaOnline DF,BUSINESS,4.3,0,3,50,Free,0,Everyone,06/18/2018,1.0.0,4.1,Business,
ProconLegis-DF,TOOLS,4.3,2,14,5,Free,0,Everyone,07/31/2018,1,4.4,Tools,
Técnico Legislativo Câmara Legislativa DF,PRODUCTIVITY,4.3,1,10,10,Paid,2.99,Everyone,06/29/2018,6,4.0.3,Productivity,
Periscope - Live Video,SOCIAL,4,479939,15,10000000,Free,0,Mature 17+,07/09/2018,1.23.3.0,4.4,Social,
Cargo de Praça PM DF,PRODUCTIVITY,4.3,0,5.2,10,Paid,2.99,Everyone,05/07/2018,3,4,Productivity,
Consultar Infracciones de Transito DF y Mexico,TOOLS,4.3,0,2.9,10,Free,0,Everyone,07/23/2018,2.5,4,Tools,
Droidbug BusyBox Advance PRO,TOOLS,4.5,2,3.3,100,Paid,3.99,Everyone,07/19/2018,1.4,4.0.3,Tools,
México City D.F News,NEWS AND MAGAZINES,4.3,2,5.7,100,Free,0,Everyone,05/09/2016,1.1,4.0.3,News & Magazines,
PDF Reader – PDF Editor 2018,TOOLS,4.1,1648,36,500000,Free,0,Everyone,07/31/2018,9.5.8,4.1,Tools,
Fix Error Google Playstore,BOOKS AND REFERENCE,4.3,18,5.7,1000,Free,0,Everyone,07/22/2017,1,4,Books & Reference,
df-Vegetable,BUSINESS,4.3,0,2.9,5,Free,0,Everyone,06/11/2018,1.1,4.0.3,Business,
Aproveita DF,LIFESTYLE,4.3,0,3.3,1,Free,0,Everyone,08/02/2018,1,4,Lifestyle,
EVENTOS DF,EVENTS,4.3,0,4.5,10,Free,0,Everyone,12/01/2017,1.0.1,4.1,Events,
Rádio Sol Nascente DF,COMMUNICATION,4.3,12,1.6,500,Free,0,Everyone,07/28/2016,3.1,2.3,Communication,
Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,4.3,6,2.8,100,Paid,0.99,Everyone,03/26/2018,2,4.1,Productivity,
DG Coupon,SHOPPING,3.7,668,1.1,100000,Free,0,Everyone,07/16/2018,20,4,Shopping,
Penny Finder,SHOPPING,4.2,470,4.1,10000,Paid,2.99,Everyone,07/17/2018,1.3.7,4.1,Shopping,
DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,38,1.1,10000,Free,0,Everyone,07/01/2018,20,4,Shopping,
DG Surveyor,BUSINESS,3.6,5,6.8,50,Paid,8.99,Everyone,04/30/2018,6,4.0.3,Business,
DG Smart life,TOOLS,2.1,14,28,1000,Free,0,Everyone,09/07/2017,1.0.5,4.1,Tools,
Krazy Coupon Lady,SHOPPING,4.7,10318,32,1000000,Free,0,Everyone,06/19/2018,2.1.8,4.4,Shopping,
DG UPnP Player Free,VIDEO PLAYERS,3.2,39,12,10000,Free,0,Everyone,03/18/2016,2,4.0.3,Video Players & Editors,
Penny Puss,TOOLS,3,19,22,1000,Paid,4.99,Everyone,07/09/2016,1.911.1944.4606,4,Tools,
DG Mobile,GAME,4.3,59,1.4,1000,Free,0,Everyone,04/08/2017,0.1.10.0,2.3,Board,
Go Go Coupons - Free Coupon and Discount,SHOPPING,3,4,1.2,1000,Free,0,Everyone,07/01/2018,10,4,Shopping,
ZombieVital DG,FAMILY,4.3,10,20,100,Paid,12.99,Everyone,08/04/2018,Varies with device,Varies with device,Simulation,
DJ Electro Mix Pad,FAMILY,3.9,53301,7.6,10000000,Free,0,Everyone,06/16/2017,1.6.0,4.0.3,Entertainment,
DG Screen Recorder,VIDEO PLAYERS,3.3,12,2.9,500,Free,0,Everyone,10/20/2015,1.7,5,Video Players & Editors,
DG Video Editor,VIDEO PLAYERS,4,486,2.5,10000,Free,0,Everyone,09/06/2016,1.0.3,4.4,Video Players & Editors,
The DG Buddy,BUSINESS,3.7,3,11,10,Paid,2.49,Everyone,06/30/2014,v3,2.2,Business,
Roland DG Mobile Panel,TOOLS,2.8,27,34,1000,Free,0,Everyone,02/20/2018,1.42,4.4,Tools,
Destroy Gunners Σ,GAME,4.4,10786,21,1000000,Free,0,Everyone,01/14/2017,1.02,4.0.3,Arcade,
DG-App,TOOLS,5,1,4.5,500,Free,0,Everyone,11/29/2017,1.0.16,4.1,Tools,
Can I pack that? - DG App,TRAVEL AND LOCAL,3.9,58,22,10000,Free,0,Everyone,10/28/2016,2.0.1,4.0.3,Travel & Local,
DG Phone Call Task Switcher,PRODUCTIVITY,4.2,43,0.033203125,1000,Free,0,Everyone,06/09/2015,2.04,4,Productivity,
DG Fitness,HEALTH AND FITNESS,4.8,6,14,100,Free,0,Everyone,03/23/2018,7.7.3,4.1,Health & Fitness,
Sharaf DG,SHOPPING,4,7006,12,500000,Free,0,Everyone,05/12/2018,3.1,4.4,Shopping,
Coupon Mob - Discount Coupons,SHOPPING,3,2,1.3,100,Free,0,Everyone,05/30/2018,6,3,Shopping,
DG Users,PRODUCTIVITY,4.5,8,3.1,100,Free,0,Everyone,06/07/2018,1.2,4.0.3,Productivity,
DG Cars,TRAVEL AND LOCAL,2.6,122,11,10000,Free,0,Everyone,06/08/2018,31.11.9.156,4.1,Travel & Local,
Free coupons and vouchers,FINANCE,5,4,5.9,100,Free,0,Everyone,07/28/2018,1.5,4.4,Finance,
DG Hair,LIFESTYLE,4.3,0,3,10,Free,0,Everyone,08/30/2017,1.0.0,4,Lifestyle,
DG Xplained,HEALTH AND FITNESS,4.3,1,12,100,Free,0,Everyone,05/02/2018,1.0.3,4.1,Health & Fitness,
DG OFF - 100% Free Coupons & Deals,SHOPPING,5,1,1.1,10,Free,0,Everyone,07/11/2018,1,4,Shopping,
Digoo·Cloud,TOOLS,4.1,543,26,10000,Free,0,Everyone,06/05/2018,1.2.1009.695,4.0.3,Tools,
DG Monitor,BUSINESS,4.3,1,4.5,100,Free,0,Everyone,10/12/2017,1.0.0.17,4,Business,
DG ग्राम / Digital Gram Panchayat,NEWS AND MAGAZINES,4.5,53,5.9,10000,Free,0,Teen,06/19/2018,1.7,4,News & Magazines,
DG TV,NEWS AND MAGAZINES,5,3,5.7,100,Free,0,Everyone,05/26/2018,1.2,4.1,News & Magazines,
DHgate-Shop Wholesale Prices,SHOPPING,4.5,104068,37,5000000,Free,0,Teen,08/01/2018,4.5.1,4.1,Shopping,
DEER HUNTER CLASSIC,GAME,4.4,3941129,77,50000000,Free,0,Teen,07/16/2018,3.12.0,3,Action,
DEER HUNTER RELOADED,GAME,4.3,314774,43,5000000,Free,0,Teen,09/16/2013,3.8.2,2.1,Action,
DH Pineapple Poker OFC,GAME,4.2,1878,20,100000,Free,0,Teen,11/09/2017,1.0.13,3,Casino,
DH UFO,FAMILY,3,4,8,1000,Free,0,Everyone,06/08/2017,1,4.1,Entertainment,
Galaxy Defense,FAMILY,4.1,78142,17,5000000,Free,0,Everyone,08/22/2015,1.2.3,3,Strategy,
Call of Mini™ Dino Hunter,GAME,4.2,326042,10,10000000,Free,0,Teen,06/06/2014,3.1.7,3,Action,
Castle Defense 2,FAMILY,4.2,35172,34,1000000,Free,0,Teen,01/20/2017,3.2.2,2.3.3,Strategy,
Dungeon Rush,FAMILY,4,28633,81,1000000,Free,0,Everyone 10+,12/23/2016,1.14.0,2.3,Role Playing,
Treasure Defense,FAMILY,4.1,3527,35,100000,Free,0,Teen,09/08/2015,2.2.0.23,3,Strategy,
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100,10000,Free,0,Everyone,05/20/2018,1.03,4.1,Racing,
The Lost Lands:DH Lite,FAMILY,4.3,1130,48,50000,Free,0,Teen,04/03/2015,1.01,4.2,Simulation,
DH-UFO,FAMILY,5,1,59,100,Free,0,Everyone,05/24/2018,1.0.9,4.4,Entertainment,
Daddyhunt: Gay Dating,SOCIAL,3.9,6450,14,500000,Free,0,Mature 17+,01/22/2018,1.3.5,4,Social,
